"gender","alwaysDepressed","alwaysAnxious","alwaysStressed","alwaysLoveAndCareForYourself","alwaysAccountableAndResponsibleForYourActions","alwaysCalm","extreAustraliayGoodAbilityToSense","alwaysHaveDigestiveProblems","myBodyIsHypermobileAndLovesToMove","alwaysHaveFun","alwaysSerious","extreAustraliayGoodCommunicator","iDontFeelParticularlyPleasedWithTheWayIAm","iAmIntenselyInterestedInOtherPeople","iFeelThatLifeIsVeryRewarding","iHaveVeryWarmFeelingsTowardsAlmostEveryone","iRarelyWakeUpFeelingRested","iAmNotParticularlyOptimisticAboutTheFuture","iFindMostThingsAmusing","iAmAlwaysCommittedAndInvolved","iDoNotThinkThatTheWorldIsAGoodPlace","iAmWellSatisfiedAboutEverythingInMyLife","iDontThinkILookAttractive","thereIsAGapBetweenWhatIWouldLikeToDoAndWhatIHaveDone","iAlwaysHaveACheerfulEffectOnOthers","iCanFitInFindTimeForEverythingIWantTo","iFeelThatIAmNotEspeciallyInControlOfMyLife","iFeelAbleToTakeAnythingOn","iFeelFullyMentallyAlert","iOftenExperienceJoyAndElation","iDontHaveAParticularSenseOfMeaningAndPurposeInMyLife","iFeelIHaveAGreatDealOfEnergy","iUsuallyHaveAGoodInfluenceOnEvents","iDontHaveFunWithOtherPeople","iDontHaveParticularlyHappyMemoriesOfThePast","onTheWholeIAmSatisfiedWithMyself","atTimesIThinkIAmNoGoodAtAll","iFeelThatIHaveANumberOfGoodQualities","iFeelIDoNotHaveMuchToBeProudOf","iCertainlyFeelUselessAtTimes","iFeelThatImAPersonOfWorth","iWishICouldHaveMoreRespectForMyself","allInAllIAmInclinedToThinkThatIAmAFailure","iTakeAPositiveAttitudeTowardMyself","leadersOughtToMakeUpTheirOwnMindsAndNotWasteTimeConsultingOther","betterDecisionsAreMadeWhenLeadersDiscussMattersWithOthersFirst","friendsUsuallyCantAgree","familyMembersUsuallyEnjoyDoingThingsTogether","iPreferNotToShareMyGoodIdeasWithOthers","iLikeToCooperateWithOthersOnProjects","itsFunToTakePartInRunningAClub","socialClubsHardlyEverWorkWell","itIsOftenDifficultWorkingWithOtherPeople","itIsMoreProductiveToWorkOnOnesOwn","teamWorkIsTheBestWayToGetResults","boysAndGirlsCanUsuallyWorkTogetherQuiteWell","involvementInJointProjectsIsVerySatisfying","itIsDifficultToArriveAtAnAgreedDecisionInGroups","committeesAreAWasteOfTime","iLikeToGetToKnowPeopleBetter","friendsOughtToBeConcernedAboutEachOthersWishes","peopleOfADifferentSexCanHardlyEverAgree","doYouFeelASenseOfPurposeAndMeaningInYourLife","doYouOftenFeelASenseOfGratitudeForTheGoodThingsHappenedInYourLi","doYouOftenExperienceASenseOfInnerPeaceAndCalmness","doYouBelieveInAHigherPowerOrDivineBeingThatInfluencesYourLife","howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki","howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends","doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded","howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV","doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer","iLikeMyCurrentLivingAccomodation","iPreferStayingInAQuietPlace","iLikeCookingFood","iAmOpenToEngagingInPracticesToExpandMyKnowledgeBase","iAmOpenToEngagingInPracticesWhichFocusOnMyInterestsAndBeliefs","iFeelLikeIRegularlyDedicateTimeToMaintainMyWellness","iWillinglySeekOpportunitiesWhichFeelMeaningfulAndRewardingToMe","alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai","alwaysMakingProgress","whenInAFriendshipIsYourRelationshipVeryIntimate","whenInASexualRelationshipIsYourRelationshipVeryIntimate","iFeelCapable","iAttemptToManageMyTimeToMaintainAHealthyWorkAndLifeBalance","happiness"
"Female",0,1,1,-1,0,-1,-2,0,-2,-1,2,-1,1,0,1,-2,-1,0,-1,1,1,-1,2,1,-1,0,2,-1,0,-1,1,-1,-1,-2,0,-1,0,0,1,2,1,0,2,-2,0,0,2,0,0,0,0,0,2,-2,-2,-2,-2,1,1,0,0,0,0,0,1,"Yes","They are separate","Sometimes","Yes, I have family","More than three times a week","Always",2,1,0,0,0,0,0,-2,1,0,1,-1,0,0.708815
"Female",0,0,-2,0,0,-1,-2,0,0,1,1,-2,0,0,1,0,0,0,1,1,-1,-2,1,1,0,-1,0,1,0,0,-2,-1,1,-2,-1,0,1,0,-2,2,1,0,-2,1,0,1,0,0,-2,2,-2,1,0,-2,0,0,0,0,0,0,0,-2,1,0,0,"Yes","They conflict","Never","Yes, I have family","Rarely","Always",1,1,-2,2,1,1,0,1,1,0,0,0,0,6.22338
"Male",-1,0,0,0,2,1,2,-2,2,2,0,1,-1,0,2,1,1,0,0,0,0,0,-1,1,0,-2,-1,0,1,1,0,0,0,-2,-2,1,0,2,-2,-2,2,-2,-1,1,-2,2,0,-1,-1,1,-1,1,0,1,1,0,-2,1,0,0,2,-1,2,1,-2,"No","They complement each other","Always","Yes, I have both","At least once a week","Always",-1,2,1,1,1,-2,2,-2,1,0,1,2,0,3.97913
"Female",-2,-1,-2,0,2,0,-2,0,1,0,1,1,2,1,-2,-2,-2,2,-2,0,1,-1,-2,2,-2,1,1,-1,2,0,-2,-2,1,0,-2,0,0,1,-2,0,0,0,-2,1,1,2,1,1,-2,2,0,1,-2,1,0,0,0,1,-2,0,1,1,1,0,-2,"Yes","They complement each other","Never","Yes, I have family","At least once a week","Sometimes",-2,-2,1,1,1,0,1,0,0,1,1,1,1,21.1524
"Female",0,0,0,2,0,0,1,-1,0,2,-1,1,0,-2,1,-2,1,1,2,0,-2,1,0,-2,1,1,-1,1,-2,1,0,0,0,-1,-1,0,1,0,1,2,0,0,-2,1,1,0,-1,1,-1,0,-1,0,-2,1,0,0,0,0,0,-2,1,-1,0,0,0,"No","They complement each other","Rarely","Yes, I have both","More than three times a week","Never",1,0,1,1,1,-2,0,0,1,0,1,0,0,10.5652
"Female",-1,-2,-1,1,1,1,2,1,0,0,-2,0,-1,0,2,1,0,-1,0,2,-1,2,0,0,1,1,-1,1,1,2,-1,1,1,-2,0,2,-1,2,-2,0,1,2,-2,1,-2,1,-1,0,-2,0,1,-2,0,1,1,2,1,2,-1,2,2,-1,1,2,2,"Yes","They complement each other","Rarely","Yes, I have both","At least once a month","Never",2,1,-1,2,1,1,1,1,1,1,1,2,1,-1.00062
"Male",0,0,0,2,2,1,1,-2,0,2,1,-1,-2,0,-2,1,0,2,1,-1,1,1,2,1,1,0,2,1,1,1,0,0,0,0,1,0,1,0,2,1,-1,2,2,0,-1,1,-1,1,0,1,-2,1,0,1,1,1,1,-2,-2,0,1,0,1,1,0,"Yes","They conflict","Rarely","Yes, I have both","At least once a week","Rarely",0,2,1,1,1,0,0,1,1,0,0,0,0,0.350196
"Male",2,2,2,2,2,2,0,-2,-2,0,2,-1,0,0,-2,1,-2,0,0,1,1,1,2,2,-2,-2,0,0,-2,1,1,-1,0,-2,-2,1,0,-1,0,1,0,2,2,0,2,0,-2,0,-2,-2,-1,0,-2,0,-1,0,1,0,0,0,1,1,0,1,0,"Yes","They complement each other","Rarely","Yes, I have both","No","Sometimes",1,1,-2,0,1,1,1,1,1,1,0,0,2,-1.57903
"Male",-2,-2,0,1,1,0,1,-2,-2,0,2,0,-2,1,0,0,-2,1,1,0,-1,-2,0,1,2,0,-2,0,0,0,0,1,0,-1,-2,0,0,0,-2,-2,0,2,-1,0,0,1,0,1,-2,-2,-2,-2,1,1,2,0,0,-1,0,0,1,-1,0,1,0,"No","They complement each other","Sometimes","No","At least once a month","Rarely",0,2,1,0,1,-2,1,0,-1,0,-2,1,0,-1.78137
"Female",-2,-2,0,1,1,0,1,1,1,1,2,0,-2,0,0,1,0,2,0,0,0,1,0,0,1,0,1,1,1,1,-2,0,1,0,1,0,-1,1,-1,1,0,1,-2,0,-1,1,-2,1,-2,0,0,0,1,0,-2,1,0,-2,0,0,1,-2,0,0,-2,"No","They conflict","Rarely","No","At least once a week","Rarely",1,1,0,1,1,1,1,1,1,-2,0,1,0,10.7428
"Male",0,1,0,0,1,1,2,0,1,1,-1,0,1,2,1,2,0,0,1,1,0,0,-2,-2,2,2,-2,1,1,1,-2,0,1,-2,0,1,0,1,0,-2,1,1,-1,0,0,1,0,0,-2,1,0,0,0,1,1,1,0,0,-1,1,1,-2,0,-1,0,"No","They complement each other","Always","Yes, I have both","At least once a week","Always",1,0,2,1,1,0,0,1,1,2,2,1,1,5.30906
"Male",-1,-2,-2,1,1,0,1,-1,-1,0,0,0,0,0,1,0,-2,-2,2,1,-1,0,0,2,0,0,-2,1,1,1,-1,0,0,-2,-2,2,0,2,-1,0,0,0,-1,1,-2,2,-1,2,0,2,0,2,0,0,2,1,1,0,0,1,1,-1,2,2,0,"Yes","They are separate","Rarely","No","More than three times a week","Never",2,1,1,1,2,0,1,2,1,2,0,2,1,15.8303
"Male",-2,1,-2,-2,1,-2,0,1,0,-2,0,0,1,0,2,1,2,1,-2,0,-1,0,-2,1,1,0,1,0,0,0,-2,0,1,-2,-1,0,2,1,1,0,0,0,0,0,-2,2,0,1,0,1,1,-2,0,2,2,2,2,0,-2,1,2,-2,0,1,0,"No","They are separate","Sometimes","Yes, I have family","At least once a week","Never",2,2,0,1,2,1,0,0,0,1,1,1,1,3.02547
"Male",-1,1,0,1,1,0,2,-1,0,1,-1,1,0,0,1,1,-2,-1,0,1,0,1,0,-2,1,0,-2,0,2,1,-2,-1,1,0,-2,1,2,1,0,1,1,2,-1,0,0,2,0,1,1,1,0,0,2,1,1,2,0,1,0,0,2,-2,2,0,0,"No","They are separate","Always","Yes, I have both","At least once a month","Always",1,1,1,1,1,1,1,1,1,1,2,1,1,7.65856
"Female",1,1,0,1,1,1,1,0,-1,0,1,-2,-2,-2,0,0,2,-2,-2,1,0,0,1,2,-1,-1,-1,0,0,-1,0,-1,-1,2,0,1,0,0,-1,-2,1,2,-1,1,-2,0,0,-1,0,0,-1,1,0,2,-2,0,-2,2,2,-2,0,0,0,0,-2,"Yes","They complement each other","Always","No","At least once a month","Never",1,1,0,1,0,1,0,2,-2,1,-2,0,1,14.7492
"Male",-1,-1,-2,0,2,-1,1,0,0,1,-2,-2,-2,0,2,-2,-1,0,-2,0,-2,-2,-2,1,1,-2,0,0,2,0,0,0,0,-2,0,0,1,1,0,2,1,0,-1,1,-1,2,0,1,-1,1,0,0,-1,-2,1,1,1,0,0,1,1,-2,1,1,-2,"Yes","They complement each other","Rarely","Yes, I have family","Rarely","Always",1,1,0,1,1,0,1,0,1,-2,0,1,1,12.5595
"Male",-2,-2,-2,1,1,0,1,0,2,1,-2,0,-2,2,1,1,0,1,2,0,1,1,0,1,1,0,-2,1,2,1,-1,0,1,-2,1,1,0,1,0,0,-1,2,-2,1,-1,1,-2,1,-2,1,0,1,-2,1,0,1,1,0,-2,2,1,-2,2,2,2,"Yes","They conflict","Rarely","Yes, I have both","More than three times a week","Always",2,1,0,2,1,1,1,1,1,0,1,2,2,11.1119
"Male",-1,-1,-2,1,2,0,1,-1,1,1,0,1,0,0,0,1,-1,-1,0,1,0,0,-2,1,1,2,-2,1,2,0,-2,1,1,0,1,-1,-2,1,-1,-2,1,2,-1,1,0,1,0,0,0,1,2,0,0,1,1,0,1,0,-2,1,1,-2,2,0,0,"Yes","They complement each other","Rarely","Yes, I have both","At least once a week","Rarely",-2,0,1,1,1,0,2,2,2,0,1,1,1,-10.5811
"Male",1,-2,1,2,1,2,1,-1,0,-2,1,0,0,-2,0,1,0,0,0,1,-2,1,0,0,-2,1,1,1,0,0,0,0,0,0,-2,1,-2,0,0,-2,0,-2,0,1,-2,0,-2,2,-2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-2,"Yes","They complement each other","Rarely","Yes, I have both","Rarely","Never",0,0,1,0,0,1,0,2,1,1,-2,1,1,-12.5691
"Male",-1,-1,-2,2,2,1,2,-1,0,1,0,1,1,0,1,1,-1,0,0,1,-2,2,0,0,1,2,-2,0,2,1,0,-2,1,-1,-1,2,-2,2,0,0,1,1,-2,1,-1,2,1,2,1,0,2,-2,0,-2,2,2,1,0,0,1,1,-1,2,1,2,"No","They complement each other","Always","Yes, I have both","At least once a week","Never",1,0,-2,1,1,0,1,2,1,2,1,2,1,18.9996
"Male",-1,-1,-2,1,2,0,2,-2,-2,0,2,1,-1,-2,1,0,-1,-2,-1,1,-2,2,1,0,0,0,0,0,2,1,0,0,1,-2,-1,2,-1,1,-2,-1,2,-2,-1,2,0,2,2,2,-2,1,1,0,-2,0,2,0,1,-2,-2,1,2,-1,2,2,2,"Yes","They conflict","Sometimes","Yes, I have both","At least once a week","Never",2,2,0,2,2,2,2,2,0,1,1,2,1,16.6654
"Female",-1,-1,-1,1,0,1,1,1,1,2,0,1,-1,0,2,1,0,-1,1,1,-1,1,-1,-1,2,2,-1,2,1,1,-2,1,1,-1,-1,2,-2,2,-2,-2,2,1,-1,1,-1,1,0,1,-1,0,1,-2,-2,1,2,1,1,1,0,2,2,-2,2,2,2,"Yes","They complement each other","Never","Yes, I have both","More than three times a week","Never",1,2,0,2,2,2,2,1,2,0,-2,1,2,3.46717
"Male",1,1,1,1,1,0,2,-2,-2,0,1,1,1,1,0,2,0,1,1,0,0,0,-2,2,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,-2,0,0,2,0,0,-2,1,-1,0,0,0,0,0,0,1,-2,1,1,1,-2,1,0,-2,0,0,0,"Yes","They conflict","Never","No","At least once a month","Never",0,0,1,1,2,1,1,0,1,1,0,1,1,4.30238
"Male",-2,0,0,-2,-2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-2,0,-2,0,-2,0,0,-2,0,0,0,0,-2,-1,1,-2,0,0,-2,0,-2,-2,-2,0,1,-2,0,-1,-2,0,-1,-1,1,0,1,2,-2,-2,0,0,-2,0,0,1,"No","They are separate","Sometimes","Yes, I have both","More than three times a week","Never",1,2,2,0,1,2,0,0,0,0,2,0,1,-14.4939
"Male",-2,0,0,1,2,-2,1,-1,1,0,-2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,-2,-2,1,-2,1,0,-2,0,-1,-2,1,1,0,-1,1,0,0,0,0,-1,1,-1,1,1,1,-2,0,1,-2,0,0,-2,0,0,1,1,-2,0,1,0,"Yes","They complement each other","Rarely","Yes, I have family","No","Always",1,1,1,1,1,0,0,0,1,0,-2,0,1,9.14774
"Male",-2,1,-2,0,0,1,2,-2,0,1,1,1,-2,1,1,0,2,1,1,0,-2,0,-1,2,0,2,-2,1,0,1,0,0,0,0,-2,0,1,1,1,-2,0,2,-2,1,-2,1,-1,1,-1,1,0,0,-2,2,2,1,1,1,-2,2,1,-1,1,0,0,"No","They complement each other","Never","Yes, I have family","At least once a month","Always",1,1,2,1,1,0,0,-2,0,1,2,1,1,1.01941
"Female",-2,0,-2,1,1,1,1,-2,0,1,-2,-2,0,-2,1,0,1,0,1,0,1,2,-1,-1,0,-1,-1,2,-2,0,0,1,1,0,-2,2,-2,1,-2,0,1,0,-1,1,2,-1,1,1,-2,1,0,0,1,1,0,1,-2,1,0,0,0,0,1,1,2,"Yes","They are separate","Rarely","Yes, I have both","At least once a week","Always",2,1,1,1,0,2,0,2,1,0,1,1,1,9.21611
"Male",0,0,-2,0,1,-1,-2,0,0,0,-2,-2,-2,0,1,-1,2,-2,0,-1,-1,-2,0,0,0,-2,0,-1,-2,-1,1,1,-1,-2,-2,-1,2,-1,1,1,0,1,-2,-2,-1,0,0,-1,0,-2,-2,0,0,0,-2,-2,-2,0,-2,0,0,-2,-2,0,-2,"Yes","They are separate","Sometimes","Yes, I have family","At least once a week","Sometimes",0,1,1,1,1,-1,0,-2,0,0,0,-1,-1,-27.4196
"Female",-2,-2,0,2,2,0,1,-1,-2,1,1,1,0,-2,0,0,0,-2,0,1,0,1,-2,0,0,-1,-2,1,2,1,-1,-1,0,0,0,2,-1,1,0,-2,1,1,-2,2,-1,1,-1,2,0,0,0,-2,1,1,0,2,0,1,1,2,1,0,2,2,1,"Yes","They conflict","Always","Yes, I have both","Rarely","Sometimes",2,2,0,2,2,2,2,0,2,1,0,1,1,5.10673
"Female",-1,0,-2,0,1,1,0,0,-1,0,2,1,-2,1,0,0,2,-2,-2,1,-2,0,0,0,1,-2,-2,0,0,0,0,-1,1,0,-2,1,-2,0,1,0,0,0,0,1,-2,0,-1,0,-1,0,0,0,-1,0,1,1,0,-2,0,-2,1,0,0,0,1,"No","They are separate","Never","Yes, I have both","Rarely","Rarely",2,2,0,1,1,1,0,0,-2,0,1,0,1,-0.0844697
"Male",-2,0,1,0,0,0,1,0,-2,1,0,0,1,0,1,1,0,-1,1,1,0,0,0,1,-1,-2,0,0,0,1,0,-2,-1,-1,-1,1,0,1,0,0,2,0,-2,1,1,-1,-2,0,0,1,-2,1,1,1,0,0,-2,1,1,0,1,-2,0,1,-2,"Yes","They complement each other","Never","No","At least once a month","Never",1,1,1,0,0,1,1,2,0,-2,-1,0,0,-21.9859
"Female",-1,0,-2,2,0,1,1,-2,2,1,-1,0,-1,2,0,2,-2,-1,2,0,-1,1,-2,-1,1,0,-1,1,-2,1,-1,0,1,-1,-1,1,-1,1,-2,-1,0,1,-1,1,-2,1,-1,2,-1,0,0,-1,-1,-2,1,1,1,-1,-1,2,0,-1,1,1,0,"Yes","They complement each other","Always","Yes, I have both","At least once a week","Never",1,1,0,2,1,0,2,2,1,1,0,1,0,-10.8605
"Male",0,1,1,-2,0,-1,1,-2,0,-2,0,-2,1,1,0,0,2,2,1,0,1,-1,0,2,0,-2,2,-1,-2,-1,2,-1,0,1,1,-1,2,1,1,2,1,0,0,0,-1,2,1,0,-2,1,0,0,1,0,0,1,1,2,1,1,1,0,-2,0,-1,"No","They complement each other","Sometimes","Yes, I have both","More than three times a week","Always",-2,1,2,1,1,-1,0,-2,0,-1,-2,1,-1,4.48117
"Male",-2,0,0,1,1,-2,0,-2,1,0,-2,-2,-2,-1,2,2,-2,0,1,0,-2,2,-2,0,0,1,-1,0,2,2,-1,0,0,-2,0,1,-2,1,-2,-1,0,-1,-1,0,1,1,1,1,0,1,1,0,0,-2,0,0,0,0,1,0,1,0,2,1,2,"Yes","They complement each other","Rarely","Yes, I have both","At least once a month","Sometimes",2,1,1,1,1,2,1,1,0,1,2,1,0,19.6122
"Female",-2,-1,-2,1,2,0,1,-2,0,-1,-1,0,-2,-2,0,-2,2,0,0,1,-1,1,2,1,1,-1,0,-1,1,0,-2,-2,0,0,-1,0,0,1,-2,-1,1,1,-2,2,0,1,0,0,0,0,0,-2,0,2,1,1,0,1,0,0,1,-1,2,2,1,"Yes","They complement each other","Never","Yes, I have family","More than three times a week","Rarely",2,2,0,1,2,-2,0,1,0,1,0,1,0,11.9655
"Female",-2,-2,0,1,1,1,1,0,-2,-2,-2,0,-2,-2,1,-2,-2,-2,-1,0,0,1,0,-2,-2,-1,-2,0,1,0,-2,-2,0,-2,-1,1,-1,0,-2,-1,2,0,-1,1,-2,1,0,1,-2,-1,-2,-1,0,0,0,1,0,1,0,0,1,-2,2,2,0,"Yes","They are separate","Rarely","Yes, I have both","No","Never",0,2,-2,0,0,0,1,0,0,0,0,1,0,0.824399
"Female",-1,-2,-1,0,1,2,1,-2,-2,1,-2,0,-2,0,1,0,-1,-2,0,1,0,1,0,0,1,1,-2,1,2,0,-1,1,0,-2,-2,1,1,1,2,1,1,-2,-2,1,0,2,-1,1,-2,0,1,0,0,0,1,2,2,2,-2,2,2,-2,2,2,2,"Yes","They complement each other","Never","Yes, I have friends","Rarely","Always",1,2,1,2,2,2,2,1,1,2,0,2,2,12.2511
"Male",-1,-1,-1,0,1,1,1,1,0,-2,1,2,1,1,1,1,-2,-2,1,1,-2,2,-1,1,0,1,1,0,1,1,-2,0,1,-2,-2,2,-2,2,0,-1,2,0,-1,1,0,2,0,1,1,2,1,-1,1,0,1,1,1,0,-2,1,2,-1,2,1,2,"Yes","They complement each other","Rarely","Yes, I have family","More than three times a week","Rarely",1,1,1,2,2,2,2,1,1,1,2,2,2,22.2483
"Male",-2,-2,1,1,1,0,1,0,2,2,0,0,-2,0,1,2,0,0,0,1,0,0,0,2,0,0,0,1,-2,1,-2,0,1,1,1,0,1,2,0,1,0,0,1,0,-1,1,1,0,0,1,2,1,1,-2,1,2,1,1,-2,0,1,1,0,2,1,"Yes","They complement each other","Always","Yes, I have both","At least once a month","Always",1,-2,1,1,1,1,1,1,2,1,2,2,1,-0.57507
"Male",-2,1,-2,0,2,2,2,0,1,0,-2,1,0,1,1,1,1,-1,0,1,-2,1,-2,0,1,-2,1,0,-2,1,0,1,1,-1,0,2,1,1,1,-2,2,0,0,2,-1,1,0,1,0,1,2,-1,-1,-1,2,2,2,0,-1,1,1,-1,1,2,1,"No","They are separate","Sometimes","Yes, I have friends","More than three times a week","Sometimes",1,1,1,2,2,-2,1,0,0,0,1,1,0,6.10172
"Male",0,-1,-2,0,2,1,2,0,0,-2,0,1,-2,0,0,2,1,-2,0,2,-1,1,-2,-2,2,1,0,1,0,0,-2,1,1,0,-2,-1,-2,0,-2,-2,1,2,-1,0,1,0,1,2,-2,2,0,-2,-1,2,0,0,1,1,2,1,1,-1,0,0,-2,"Yes","They complement each other","Never","Yes, I have family","At least once a week","Rarely",0,1,2,0,0,0,1,2,1,1,2,1,1,-7.88219
"Male",-1,0,-2,-2,0,0,0,-2,2,0,-2,2,0,1,-2,2,1,-2,2,0,0,0,-2,2,1,0,1,1,1,1,0,0,1,-2,0,0,0,1,-1,1,0,1,-1,0,-2,2,-2,2,-1,2,2,-2,-1,0,2,2,2,-1,-2,2,1,-2,0,0,-2,"No","They complement each other","Sometimes","No","At least once a week","Always",2,2,2,2,2,1,2,0,0,0,1,1,2,0.350153
"Male",-2,0,-2,2,1,1,0,0,1,1,-1,0,-2,-2,1,1,-2,-2,1,0,-1,1,-1,1,1,1,-2,1,0,0,-2,2,-1,1,0,-1,1,0,0,0,0,1,-2,0,0,0,-1,0,-1,0,0,1,0,1,-2,1,-2,-1,-2,1,1,-2,0,1,0,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Sometimes",0,1,0,1,1,1,1,0,1,-2,1,0,1,-14.7306
"Male",-1,-2,0,1,-2,0,1,-2,2,0,-2,1,-2,-2,0,-2,-2,-2,0,0,-2,0,-1,-1,0,0,-1,0,1,1,-1,0,0,-1,-1,1,0,1,-2,0,1,-2,-1,1,-2,-1,-1,0,-1,0,2,0,1,0,0,0,-2,1,0,1,1,-1,2,1,2,"Yes","They complement each other","Rarely","No","At least once a month","Always",1,1,0,2,2,2,1,0,0,-2,0,1,1,-12.1414
"Female",-2,0,-1,-2,2,-1,2,-2,0,1,-2,-2,-2,-2,-2,-1,1,-2,1,0,0,-1,0,1,0,-2,0,0,0,0,1,0,-1,-2,0,0,0,1,-1,-2,0,-2,-2,0,-1,1,1,0,-2,0,1,-2,1,0,1,0,-2,1,-1,1,-2,-2,1,1,-2,"Yes","They complement each other","Never","Yes, I have both","More than three times a week","Always",-2,0,2,1,1,1,1,0,1,0,0,1,1,-2.52609
"Male",-2,1,-2,0,1,0,1,-2,0,-2,0,1,0,0,1,0,0,-2,0,1,-2,0,0,1,-2,-2,1,-1,0,0,0,-2,0,-2,-2,0,1,2,1,1,1,-2,1,0,-1,0,0,1,-2,0,0,-2,1,-2,-2,0,0,1,0,0,2,-2,1,1,0,"No","They complement each other","Sometimes","Yes, I have both","At least once a week","Sometimes",1,1,1,1,1,0,0,-2,1,0,1,1,2,-15.1396
"Female",0,0,2,0,0,-1,0,0,-2,-2,-2,0,1,0,-1,-2,0,0,-2,0,0,-1,0,0,-2,-1,-2,0,-2,0,0,-1,0,0,-2,1,-2,0,-1,-2,-1,1,0,0,-2,2,-1,0,-2,0,0,-2,1,0,0,1,-1,-1,-2,0,0,0,0,0,-1,"Yes","They complement each other","Never","No","More than three times a week","Rarely",0,0,0,1,1,0,0,0,-2,0,-1,-1,1,-17.9384
"Male",-2,1,1,0,1,-2,0,-2,0,-1,1,1,1,0,-2,1,-1,1,0,-1,0,-2,0,2,1,-2,1,0,1,0,0,-1,0,-1,-2,0,2,0,1,2,-1,1,0,-1,-2,2,-1,0,0,0,-2,-2,-2,-2,0,2,2,-2,-1,1,2,-1,-2,0,0,"No","They conflict","Sometimes","Yes, I have both","More than three times a week","Always",1,0,1,2,1,0,1,1,0,0,1,0,0,2.63266
"Female",1,1,1,0,1,2,2,0,2,0,-1,0,1,0,0,0,1,0,0,0,2,-2,0,2,0,0,0,0,-2,0,-2,0,0,2,1,1,0,1,-2,-1,1,0,1,0,0,-1,0,-1,0,-2,-2,0,0,0,0,1,2,2,0,0,0,0,1,2,0,"Yes","They complement each other","Never","Yes, I have family","At least once a week","Sometimes",0,1,2,0,0,0,1,-2,0,2,2,1,1,12.8557
"Male",0,0,-2,0,1,0,1,0,2,1,-1,1,-2,2,2,2,1,0,2,1,-1,1,0,2,2,0,-2,1,0,2,-2,2,1,-2,-1,1,1,2,-1,1,2,1,-2,2,-1,2,0,1,-1,2,2,0,0,-2,2,2,2,-2,-1,2,2,-1,2,2,1,"Yes","They complement each other","Rarely","Yes, I have family","At least once a week","Sometimes",2,0,2,2,2,2,2,0,2,1,2,2,2,-14.9701
"Female",-1,-1,0,1,0,-2,0,1,-1,1,-2,-2,0,-2,1,-2,1,0,0,0,-1,1,0,1,0,0,-1,1,0,0,-2,-1,0,-1,-1,2,-2,1,-1,0,2,0,-1,0,-1,2,-1,1,0,2,0,0,-2,0,2,2,2,0,1,2,1,-2,0,2,1,"No","They are separate","Always","Yes, I have both","More than three times a week","Always",2,1,-2,1,1,2,1,2,1,1,1,1,2,5.62754
"Male",-2,-2,0,0,1,-1,1,-2,1,0,0,2,0,-1,0,0,2,-1,2,2,-2,-2,0,2,1,0,1,-1,-2,1,1,0,1,0,-2,1,2,1,0,1,1,1,0,1,0,0,2,1,1,1,2,0,0,0,0,-2,0,1,0,0,0,1,0,1,0,"Yes","They are separate","Never","Yes, I have family","At least once a week","Never",-2,-2,1,1,2,0,2,-2,0,1,-2,1,1,2.39247
"Male",1,0,1,1,2,1,0,-1,0,-2,0,1,0,2,0,1,0,0,1,1,-2,0,0,0,0,1,1,1,0,0,0,1,1,-2,-1,0,0,0,1,-1,0,0,0,1,1,0,0,0,1,1,1,0,-2,0,2,0,1,0,-2,0,0,-1,1,1,0,"Yes","They are separate","Never","Yes, I have family","No","Sometimes",0,1,1,2,2,0,0,2,1,2,0,1,1,4.79433
"Female",0,1,1,-2,0,-2,1,2,0,2,2,1,1,2,1,1,0,0,2,0,0,-2,0,1,1,2,1,0,0,0,0,0,0,-1,1,0,0,2,-2,1,2,0,-2,1,0,1,1,0,-2,2,0,0,-2,0,1,1,-2,1,-2,1,0,-2,0,-1,0,"No","They complement each other","Sometimes","No","At least once a month","Sometimes",-2,-2,0,1,1,0,0,-2,1,0,-2,1,0,3.48507
"Male",0,1,-2,0,2,0,-2,-2,-2,-2,2,0,-2,1,-2,1,-1,-1,-1,1,0,-2,0,1,0,-1,0,0,1,0,0,-1,-1,-2,-2,1,0,0,0,0,0,1,-2,0,-2,2,-2,1,-1,0,1,-1,-2,-2,0,1,1,0,-1,1,0,-2,1,1,0,"No","They complement each other","Sometimes","Yes, I have both","Rarely","Rarely",1,2,2,2,2,2,1,-2,0,0,0,1,1,7.11589
"Female",1,0,2,0,1,-2,-2,-2,-1,-2,2,-2,1,-1,-1,-1,1,0,-2,0,2,-1,2,2,-1,-1,2,0,-2,-1,2,-1,-1,0,0,0,0,0,0,0,0,1,1,-2,0,0,0,0,0,0,-2,0,0,2,0,-2,0,0,1,0,1,0,-2,1,-2,"Yes","They complement each other","Sometimes","Yes, I have both","Rarely","Sometimes",1,2,0,1,1,1,1,0,0,1,-2,0,0,-10.793
